吴泾 其灵公寓 1室0厅,吴泾,1968,http://sh.58.com/pinpaigongyu/29856372293836x.shtml
月浦 万业紫辰苑 3室主卧,万业紫辰苑,1520,http://sh.58.com/pinpaigongyu/29845314619200x.shtml
微领地青年公寓 金桥 锦绣东路门店,金桥,2000-2300,http://sh.58.com/pinpaigongyu/29827312877102x.shtml
月浦 万业紫辰苑 4室主卧,万业紫辰苑,1520,http://sh.58.com/pinpaigongyu/29856511878313x.shtml
微领地青年公寓 金桥 金滇路店,金桥,2000-3600,http://sh.58.com/pinpaigongyu/29981677503275x.shtml
新桥 松江科技创业中心 9室1厅,松江科技创业中心,2000,http://sh.58.com/pinpaigongyu/29856401982398x.shtml
九亭 九城湖滨 3室主卧,九城湖滨,1700,http://sh.58.com/pinpaigongyu/30045125736769x.shtml
潍坊新村 竹南小区 3室主卧,竹南小区,1820,http://sh.58.com/pinpaigongyu/30056325504463x.shtml
魔方公寓（上海） 松江大学城 松江大学城,松江大学城,1600-2000,http://sh.58.com/pinpaigongyu/29859817270196x.shtml
金桥 中大雅苑 3室主卧,中大雅苑,2000,http://sh.58.com/pinpaigongyu/29626339218605x.shtml
金桥 新里绿地威廉公寓 3室次卧,金桥,1800,http://sh.58.com/pinpaigongyu/29782367370162x.shtml
周家嘴路 荣丰花园 3室次卧,荣丰花园,1980,http://sh.58.com/pinpaigongyu/29530424550735x.shtml
魔方公寓（上海） 金桥 上海杨高北路店,金桥,2000-2500,http://sh.58.com/pinpaigongyu/29823580963279x.shtml
七宝 索纳特大酒店公寓 1室1厅,七宝,1980,http://sh.58.com/pinpaigongyu/30048195418567x.shtml
金桥 东源丽晶别墅 3室次卧,东源丽晶别墅,2000,http://sh.58.com/pinpaigongyu/29660072275900x.shtml
高境 高境二村 1室1厅,高境二村,1600,http://sh.58.com/pinpaigongyu/29791009098564x.shtml
金桥 龙腾苑 3室次卧,龙腾苑,1980,http://sh.58.com/pinpaigongyu/29771507203767x.shtml
微领地青年公寓 浦江 林恒路门店,浦江,1990-2700,http://sh.58.com/pinpaigongyu/29981912121398x.shtml
九亭 九城湖滨 3室主卧,九城湖滨,1700,http://sh.58.com/pinpaigongyu/30045125736769x.shtml
微领地青年公寓 金桥 金豫路门店,金桥,2000-3000,http://sh.58.com/pinpaigongyu/29978625848618x.shtml
周浦 乐乎城市青年社区 1室1厅,周浦,1580,http://sh.58.com/pinpaigongyu/30057630121014x.shtml
川沙 华川家园 3室主卧,华川家园,1500,http://sh.58.com/pinpaigongyu/29868065884107x.shtml
微领地青年公寓 金桥 锦绣东路门店,金桥,2000-2300,http://sh.58.com/pinpaigongyu/29827312877102x.shtml
七宝 万科朗润园 3室主卧,万科朗润园,1790,http://sh.58.com/pinpaigongyu/30034762991411x.shtml
微领地青年公寓 金桥 金滇路店,金桥,2000-3600,http://sh.58.com/pinpaigongyu/29981677503275x.shtml
上海大学 丰宝苑 3室次卧,丰宝苑,1600,http://sh.58.com/pinpaigongyu/30035734200380x.shtml
月浦 万业紫辰苑 4室次卧,万业紫辰苑,1619,http://sh.58.com/pinpaigongyu/29841043452233x.shtml
周家嘴路 荣丰花园 3室次卧,荣丰花园,1980,http://sh.58.com/pinpaigongyu/29530424550735x.shtml
魔方公寓（上海） 松江大学城 松江大学城,松江大学城,1600-2000,http://sh.58.com/pinpaigongyu/29859817270196x.shtml
七宝 索纳特大酒店公寓 1室1厅,七宝,1980,http://sh.58.com/pinpaigongyu/30048195418567x.shtml
金桥 东源丽晶别墅 3室次卧,东源丽晶别墅,2000,http://sh.58.com/pinpaigongyu/29660072275900x.shtml
高境 高境二村 1室1厅,高境二村,1600,http://sh.58.com/pinpaigongyu/29791009098564x.shtml
魔方公寓（上海） 金桥 上海杨高北路店,金桥,2000-2500,http://sh.58.com/pinpaigongyu/29823580963279x.shtml
江桥新城 金鹤新城金霞苑 3室主卧,金鹤新城金霞苑,1880,http://sh.58.com/pinpaigongyu/29793419318198x.shtml
金桥 龙臣公寓 3室主卧,金桥,1800,http://sh.58.com/pinpaigongyu/29602721796543x.shtml
金杨新村 金桥瑞仕花园 3室主卧,金桥瑞仕花园,2000,http://sh.58.com/pinpaigongyu/29239358530223x.shtml
高境 高境二村 1室1厅,高境二村,1700,http://sh.58.com/pinpaigongyu/29801982811471x.shtml
微领地青年公寓 浦江 林恒路门店,浦江,1990-2700,http://sh.58.com/pinpaigongyu/29981912121398x.shtml
七宝 万科朗润园 3室主卧,万科朗润园,1790,http://sh.58.com/pinpaigongyu/30034762991411x.shtml
微领地青年公寓 金桥 金豫路门店,金桥,2000-3000,http://sh.58.com/pinpaigongyu/29978625848618x.shtml
颛桥 金铭文博水景 3室主卧,金铭文博水景,1918,http://sh.58.com/pinpaigongyu/29841233469103x.shtml
上海大学 丰宝苑 3室次卧,丰宝苑,1600,http://sh.58.com/pinpaigongyu/30035734200380x.shtml
微领地青年公寓 金桥 锦绣东路门店,金桥,2000-2300,http://sh.58.com/pinpaigongyu/29827312877102x.shtml
大场 保利叶之林一期 3室次卧,保利叶之林一期,1500,http://sh.58.com/pinpaigongyu/29771033018047x.shtml
微领地青年公寓 金桥 金滇路店,金桥,2000-3600,http://sh.58.com/pinpaigongyu/29981677503275x.shtml
御桥 地杰国际城D街坊 3室主卧,地杰国际城D街坊,1600,http://sh.58.com/pinpaigongyu/29846798353088x.shtml
高行 汇郡海棠苑 3室次卧,汇郡海棠苑,1500,http://sh.58.com/pinpaigongyu/30023362462924x.shtml
陆家嘴 梅园六街坊 3室主卧,梅园六街坊,2000,http://sh.58.com/pinpaigongyu/29350775759177x.shtml
魔方公寓（上海） 松江大学城 松江大学城,松江大学城,1600-2000,http://sh.58.com/pinpaigongyu/29859817270196x.shtml
金桥 方正大厦 1室1厅,方正大厦,1980,http://sh.58.com/pinpaigongyu/29773912769459x.shtml
金杨新村 广洋苑 3室主卧,广洋苑,1880,http://sh.58.com/pinpaigongyu/29419486542284x.shtml
金杨新村 金桥都市花园 2室主卧,金桥都市花园,1860,http://sh.58.com/pinpaigongyu/29195742951469x.shtml
魔方公寓（上海） 金桥 上海杨高北路店,金桥,2000-2500,http://sh.58.com/pinpaigongyu/29823580963279x.shtml
九亭 亭福小区 1室1厅,亭福小区,1980,http://sh.58.com/pinpaigongyu/29849513606605x.shtml
金桥 枣庄路118弄小 1室主卧,枣庄路118弄小,1900,http://sh.58.com/pinpaigongyu/29783539962831x.shtml
七宝 索纳特大酒店公寓 1室1厅,七宝,1980,http://sh.58.com/pinpaigongyu/30036299424050x.shtml
陆家嘴 梅园四街坊 3室1厅,梅园四街坊,2000,http://sh.58.com/pinpaigongyu/29757542113449x.shtml
微领地青年公寓 浦江 林恒路门店,浦江,1990-2700,http://sh.58.com/pinpaigongyu/29981912121398x.shtml
御桥 地杰国际城D街坊 3室主卧,地杰国际城D街坊,1600,http://sh.58.com/pinpaigongyu/29846798353088x.shtml
微领地青年公寓 金桥 金豫路门店,金桥,2000-3000,http://sh.58.com/pinpaigongyu/29978625848618x.shtml
金桥 金葵新城 1室1厅,金葵新城,1950,http://sh.58.com/pinpaigongyu/30040321733566x.shtml
周浦 乐乎城市青年社区 1室1厅,周浦,1700,http://sh.58.com/pinpaigongyu/29983968535751x.shtml
微领地青年公寓 金桥 锦绣东路门店,金桥,2000-2300,http://sh.58.com/pinpaigongyu/29827312877102x.shtml
浦江 景舒苑三村 3室主卧,景舒苑三村,1600,http://sh.58.com/pinpaigongyu/30056679067850x.shtml
微领地青年公寓 金桥 金滇路店,金桥,2000-3600,http://sh.58.com/pinpaigongyu/29981677503275x.shtml
颛桥 鑫峰苑 4室次卧,鑫峰苑,1520,http://sh.58.com/pinpaigongyu/29840298142525x.shtml
周浦 海尚康庭 3室次卧,海尚康庭,1502,http://sh.58.com/pinpaigongyu/29856249180097x.shtml
金桥 枣庄路118弄小 1室主卧,枣庄路118弄小,1900,http://sh.58.com/pinpaigongyu/29783539962831x.shtml
魔方公寓（上海） 松江大学城 松江大学城,松江大学城,1600-2000,http://sh.58.com/pinpaigongyu/29859817270196x.shtml
陆家嘴 梅园四街坊 3室1厅,梅园四街坊,2000,http://sh.58.com/pinpaigongyu/29757542113449x.shtml
金杨新村 金芙苑 3室次卧,金芙苑,1800,http://sh.58.com/pinpaigongyu/29308259745473x.shtml
金桥 金桥好人家 2室次卧,金桥好人家,1760,http://sh.58.com/pinpaigongyu/29286144724921x.shtml
魔方公寓（上海） 金桥 上海杨高北路店,金桥,2000-2500,http://sh.58.com/pinpaigongyu/29823580963279x.shtml
金杨新村 艾山新村 3室主卧,艾山新村,1950,http://sh.58.com/pinpaigongyu/29396374447814x.shtml
九亭 上海九久青年城 1室1厅,上海九久青年城,1980,http://sh.58.com/pinpaigongyu/30026675604396x.shtml
七宝 索纳特大酒店公寓 1室1厅,七宝,1980,http://sh.58.com/pinpaigongyu/30047712374733x.shtml
金桥 浦兴路街道东二小 3室主卧,浦兴路街道东二小,1720,http://sh.58.com/pinpaigongyu/29419433462838x.shtml
微领地青年公寓 浦江 林恒路门店,浦江,1990-2700,http://sh.58.com/pinpaigongyu/29981912121398x.shtml
川沙 兴东名苑 3室次卧,兴东名苑,1500,http://sh.58.com/pinpaigongyu/29570970413231x.shtml
微领地青年公寓 金桥 金豫路门店,金桥,2000-3000,http://sh.58.com/pinpaigongyu/29978625848618x.shtml
七宝 水景书香园 4室次卧,水景书香园,1958,http://sh.58.com/pinpaigongyu/30010890518072x.shtml
颛桥 鑫峰苑 4室次卧,鑫峰苑,1520,http://sh.58.com/pinpaigongyu/29840298142525x.shtml
微领地青年公寓 金桥 锦绣东路门店,金桥,2000-2300,http://sh.58.com/pinpaigongyu/29827312877102x.shtml
浦江 翌佳青年公寓 1室1厅,浦江,1580,http://sh.58.com/pinpaigongyu/29967666495530x.shtml
微领地青年公寓 金桥 金滇路店,金桥,2000-3600,http://sh.58.com/pinpaigongyu/29981677503275x.shtml
松江新城 怡林花园二期 4室次卧,怡林花园二期,1547,http://sh.58.com/pinpaigongyu/30021957552579x.shtml
月浦 万业紫辰苑 4室主卧,万业紫辰苑,1520,http://sh.58.com/pinpaigongyu/29856328574391x.shtml
金桥 巨峰家苑 3室主卧,巨峰家苑,2000,http://sh.58.com/pinpaigongyu/29186716639170x.shtml
魔方公寓（上海） 松江大学城 松江大学城,松江大学城,1600-2000,http://sh.58.com/pinpaigongyu/29859817270196x.shtml
七宝 索纳特大酒店公寓 1室1厅,七宝,1980,http://sh.58.com/pinpaigongyu/30048245435844x.shtml
七宝 索纳特大酒店公寓 1室0厅,七宝,1980,http://sh.58.com/pinpaigongyu/30035011191617x.shtml
金桥 嘉屯苑 2室次卧,嘉屯苑,1860,http://sh.58.com/pinpaigongyu/29295085604933x.shtml
魔方公寓（上海） 金桥 上海杨高北路店,金桥,2000-2500,http://sh.58.com/pinpaigongyu/29823580963279x.shtml
高境 高境欣苑 1室1厅,高境欣苑,1700,http://sh.58.com/pinpaigongyu/29848164509264x.shtml
金桥 金巷小区东区 2室次卧,金巷小区东区,1880,http://sh.58.com/pinpaigongyu/29669457670579x.shtml
金杨新村 黄山新苑 2室次卧,黄山新苑,1800,http://sh.58.com/pinpaigongyu/30049381021609x.shtml
洋泾 羽山小区 2室次卧,羽山小区,1980,http://sh.58.com/pinpaigongyu/29670176111918x.shtml
微领地青年公寓 浦江 林恒路门店,浦江,1990-2700,http://sh.58.com/pinpaigongyu/29981912121398x.shtml
松江新城 怡林花园二期 4室次卧,怡林花园二期,1547,http://sh.58.com/pinpaigongyu/30021957552579x.shtml
微领地青年公寓 金桥 金豫路门店,金桥,2000-3000,http://sh.58.com/pinpaigongyu/29978625848618x.shtml
高行 东沟四村 3室主卧,东沟四村,1763,http://sh.58.com/pinpaigongyu/29856223453515x.shtml
泗泾 金港花园 3室主卧,金港花园,1880,http://sh.58.com/pinpaigongyu/29992673568563x.shtml
微领地青年公寓 金桥 锦绣东路门店,金桥,2000-2300,http://sh.58.com/pinpaigongyu/29827312877102x.shtml
南翔 槎浦新家园 3室主卧,槎浦新家园,1600,http://sh.58.com/pinpaigongyu/29848571048235x.shtml
微领地青年公寓 金桥 金滇路店,金桥,2000-3600,http://sh.58.com/pinpaigongyu/29981677503275x.shtml
顾村 盛宅一村 3室主卧,盛宅一村,1500,http://sh.58.com/pinpaigongyu/29715281030074x.shtml
月浦 万业紫辰苑 4室主卧,万业紫辰苑,1520,http://sh.58.com/pinpaigongyu/29856328574391x.shtml
金杨新村 弘扬雅苑 2室主卧,弘扬雅苑,1850,http://sh.58.com/pinpaigongyu/29384018506172x.shtml
魔方公寓（上海） 松江大学城 松江大学城,松江大学城,1600-2000,http://sh.58.com/pinpaigongyu/29859817270196x.shtml
高境 高境一村 1室1厅,高境一村,1800,http://sh.58.com/pinpaigongyu/29812966559027x.shtml
七宝 索纳特大酒店公寓 1室1厅,七宝,1980,http://sh.58.com/pinpaigongyu/30049302873014x.shtml
金杨新村 黄山新苑 3室主卧,黄山新苑,2000,http://sh.58.com/pinpaigongyu/29815710480336x.shtml
魔方公寓（上海） 金桥 上海杨高北路店,金桥,2000-2500,http://sh.58.com/pinpaigongyu/29823580963279x.shtml
七宝 索纳特大酒店公寓 1室0厅,七宝,1980,http://sh.58.com/pinpaigongyu/30035163007931x.shtml
东外滩 安居花苑 3室次卧,安居花苑,1820,http://sh.58.com/pinpaigongyu/29395325453641x.shtml
北外滩 索纳特公寓外滩店 1室1厅,北外滩,1880,http://sh.58.com/pinpaigongyu/30036246327373x.shtml
九亭 九城湖滨 4室次卧,九城湖滨,1500,http://sh.58.com/pinpaigongyu/29627443178292x.shtml
微领地青年公寓 浦江 林恒路门店,浦江,1990-2700,http://sh.58.com/pinpaigongyu/29981912121398x.shtml
七宝 民主新村 3室次卧,民主新村,1880,http://sh.58.com/pinpaigongyu/29982273089738x.shtml
微领地青年公寓 金桥 金豫路门店,金桥,2000-3000,http://sh.58.com/pinpaigongyu/29978625848618x.shtml
王港 阳光花城同馨苑 4室次卧,阳光花城同馨苑,1700,http://sh.58.com/pinpaigongyu/30033676903996x.shtml
七宝 吴宝新村 3室次卧,吴宝新村,1990,http://sh.58.com/pinpaigongyu/29982260304305x.shtml
微领地青年公寓 金桥 锦绣东路门店,金桥,2000-2300,http://sh.58.com/pinpaigongyu/29827312877102x.shtml
周浦 乐乎公寓 1室1厅,周浦,1580,http://sh.58.com/pinpaigongyu/30023716285765x.shtml
微领地青年公寓 金桥 金滇路店,金桥,2000-3600,http://sh.58.com/pinpaigongyu/29981677503275x.shtml
松江老城 三星苑 4室主卧,三星苑,1574,http://sh.58.com/pinpaigongyu/29845708494015x.shtml
外高桥 金地未未来 1室1厅,金地未未来,1800,http://sh.58.com/pinpaigongyu/30023180560330x.shtml
金杨新村 黄山新苑 3室主卧,黄山新苑,2000,http://sh.58.com/pinpaigongyu/29815710480336x.shtml
魔方公寓（上海） 松江大学城 松江大学城,松江大学城,1600-2000,http://sh.58.com/pinpaigongyu/29859817270196x.shtml
七宝 索纳特大酒店公寓 1室0厅,七宝,1980,http://sh.58.com/pinpaigongyu/30035163007931x.shtml
东外滩 安居花苑 3室次卧,安居花苑,1820,http://sh.58.com/pinpaigongyu/29395325453641x.shtml
北外滩 索纳特公寓外滩店 1室1厅,北外滩,1880,http://sh.58.com/pinpaigongyu/30036246327373x.shtml
魔方公寓（上海） 金桥 上海杨高北路店,金桥,2000-2500,http://sh.58.com/pinpaigongyu/29823580963279x.shtml
陆家嘴 竹园新村(浦东) 3室次卧,竹园新村(浦东),2000,http://sh.58.com/pinpaigongyu/29783537869482x.shtml
外高桥 阳明花园广场 4室主卧,阳明花园广场,1800,http://sh.58.com/pinpaigongyu/29426394001232x.shtml
七宝 索纳特大酒店公寓 1室0厅,七宝,1980,http://sh.58.com/pinpaigongyu/30016995729593x.shtml
金桥 锦河苑 3室次卧,锦河苑,2000,http://sh.58.com/pinpaigongyu/29095427601344x.shtml
微领地青年公寓 浦江 林恒路门店,浦江,1990-2700,http://sh.58.com/pinpaigongyu/29981912121398x.shtml
桃浦 祁连新家园 1室1厅,祁连新家园,1850,http://sh.58.com/pinpaigongyu/30015862704436x.shtml
微领地青年公寓 金桥 金豫路门店,金桥,2000-3000,http://sh.58.com/pinpaigongyu/29978625848618x.shtml
浦江 翌佳青年公寓 1室1厅,浦江,1580,http://sh.58.com/pinpaigongyu/29947903701703x.shtml
外高桥 金地未未来 1室1厅,金地未未来,1800,http://sh.58.com/pinpaigongyu/30023180560330x.shtml
微领地青年公寓 金桥 锦绣东路门店,金桥,2000-2300,http://sh.58.com/pinpaigongyu/29827312877102x.shtml
上海大学 锦秋花园八期 4室次卧,锦秋花园八期,2000,http://sh.58.com/pinpaigongyu/29761046569550x.shtml
微领地青年公寓 金桥 金滇路店,金桥,2000-3600,http://sh.58.com/pinpaigongyu/29981677503275x.shtml
上海大学 慧华东苑 3室主卧,慧华东苑,1700,http://sh.58.com/pinpaigongyu/29824670149315x.shtml
浦江 翌佳青年公寓 1室1厅,浦江,1580,http://sh.58.com/pinpaigongyu/29937145178688x.shtml
金杨新村 广洋苑 3室次卧,广洋苑,2000,http://sh.58.com/pinpaigongyu/29406635117379x.shtml
魔方公寓（上海） 松江大学城 松江大学城,松江大学城,1600-2000,http://sh.58.com/pinpaigongyu/29859817270196x.shtml
七宝 索纳特大酒店公寓 1室0厅,七宝,1980,http://sh.58.com/pinpaigongyu/30036486101955x.shtml
七宝 索纳特大酒店公寓 1室0厅,七宝,1980,http://sh.58.com/pinpaigongyu/30016481941824x.shtml
新客站 天东小区 1室1厅,天东小区,2000,http://sh.58.com/pinpaigongyu/29858826008395x.shtml
魔方公寓（上海） 金桥 上海杨高北路店,金桥,2000-2500,http://sh.58.com/pinpaigongyu/29823580963279x.shtml
金杨新村 东方知音二期 3室次卧,东方知音二期,2000,http://sh.58.com/pinpaigongyu/29669706459054x.shtml
金桥 巨峰家苑 3室主卧,巨峰家苑,2000,http://sh.58.com/pinpaigongyu/29835098275142x.shtml
东外滩 长欣新苑 3室次卧,长欣新苑,2000,http://sh.58.com/pinpaigongyu/29790494722741x.shtml
九亭 奥林匹克花园一期 1室0厅,奥林匹克花园一期,1980,http://sh.58.com/pinpaigongyu/30013536913718x.shtml
微领地青年公寓 浦江 林恒路门店,浦江,1990-2700,http://sh.58.com/pinpaigongyu/29981912121398x.shtml
老西门 翌佳青年公寓 1室1厅,老西门,1580,http://sh.58.com/pinpaigongyu/29924622265037x.shtml
微领地青年公寓 金桥 金豫路门店,金桥,2000-3000,http://sh.58.com/pinpaigongyu/29978625848618x.shtml
外高桥 金地未未来 1室1厅,金地未未来,1800,http://sh.58.com/pinpaigongyu/30023180560330x.shtml
江桥新城 天际蓝桥 4室次卧,天际蓝桥,1754,http://sh.58.com/pinpaigongyu/29856644784838x.shtml
微领地青年公寓 金桥 锦绣东路门店,金桥,2000-2300,http://sh.58.com/pinpaigongyu/29827312877102x.shtml
莘庄 万哈旺连锁精品公 1室1厅,万哈旺连锁精品公,1500,http://sh.58.com/pinpaigongyu/29569336662598x.shtml
微领地青年公寓 金桥 金滇路店,金桥,2000-3600,http://sh.58.com/pinpaigongyu/29981677503275x.shtml
浦江 翌佳青年公寓 1室1厅,浦江,1580,http://sh.58.com/pinpaigongyu/29937145178688x.shtml
九亭 沪亭小区 3室主卧,沪亭小区,1650,http://sh.58.com/pinpaigongyu/30045711548850x.shtml
七宝 索纳特大酒店公寓 1室1厅,七宝,1980,http://sh.58.com/pinpaigongyu/30048678220473x.shtml
魔方公寓（上海） 松江大学城 松江大学城,松江大学城,1600-2000,http://sh.58.com/pinpaigongyu/29859817270196x.shtml
金杨新村 东方知音二期 3室次卧,东方知音二期,2000,http://sh.58.com/pinpaigongyu/29669706459054x.shtml
七宝 索纳特 1室1厅,索纳特,1980,http://sh.58.com/pinpaigongyu/30011945308204x.shtml
金桥 巨峰家苑 3室主卧,巨峰家苑,2000,http://sh.58.com/pinpaigongyu/29835098275142x.shtml
魔方公寓（上海） 金桥 上海杨高北路店,金桥,2000-2500,http://sh.58.com/pinpaigongyu/29823580963279x.shtml
九亭 奥林匹克花园一期 1室0厅,奥林匹克花园一期,1980,http://sh.58.com/pinpaigongyu/30013536913718x.shtml
中远两湾城 中远两湾城 1室1厅,中远两湾城,1700,http://sh.58.com/pinpaigongyu/29859446370358x.shtml
七宝 索纳特大酒店公寓 1室0厅,七宝,1980,http://sh.58.com/pinpaigongyu/30016756335690x.shtml
浦东周边 金桥五街坊 2室次卧,金桥五街坊,1880,http://sh.58.com/pinpaigongyu/30048658826061x.shtml
微领地青年公寓 浦江 林恒路门店,浦江,1990-2700,http://sh.58.com/pinpaigongyu/29981912121398x.shtml
外高桥 金地未未来 1室1厅,金地未未来,1800,http://sh.58.com/pinpaigongyu/30023180560330x.shtml
微领地青年公寓 金桥 金豫路门店,金桥,2000-3000,http://sh.58.com/pinpaigongyu/29978625848618x.shtml
上海大学 锦秋花园八期 4室次卧,锦秋花园八期,2000,http://sh.58.com/pinpaigongyu/29761046569550x.shtml
莘庄 万哈旺连锁精品公 1室1厅,万哈旺连锁精品公,1500,http://sh.58.com/pinpaigongyu/29569336662598x.shtml
微领地青年公寓 金桥 锦绣东路门店,金桥,2000-2300,http://sh.58.com/pinpaigongyu/29827312877102x.shtml
浦江 翌佳青年公寓 1室1厅,浦江,1580,http://sh.58.com/pinpaigongyu/29937145178688x.shtml
微领地青年公寓 金桥 金滇路店,金桥,2000-3600,http://sh.58.com/pinpaigongyu/29981677503275x.shtml
张江 张江公馆 1室1厅,张江公馆,2000,http://sh.58.com/pinpaigongyu/29956885585096x.shtml
蓬莱公园 明珠家园(黄浦) 3室次卧,明珠家园(黄浦),1500,http://sh.58.com/pinpaigongyu/29681950982349x.shtml
七宝 索纳特大酒店公寓 1室0厅,七宝,1980,http://sh.58.com/pinpaigongyu/30016756335690x.shtml
魔方公寓（上海） 松江大学城 松江大学城,松江大学城,1600-2000,http://sh.58.com/pinpaigongyu/29859817270196x.shtml
九亭 索纳特连锁酒店公 1室0厅,索纳特连锁酒店公,1980,http://sh.58.com/pinpaigongyu/30017382822213x.shtml
七宝 索纳特大酒店公寓 1室0厅,七宝,1980,http://sh.58.com/pinpaigongyu/30018204308292x.shtml
金桥 金燕家苑 3室次卧,金燕家苑,2000,http://sh.58.com/pinpaigongyu/29791057316674x.shtml
魔方公寓（上海） 金桥 上海杨高北路店,金桥,2000-2500,http://sh.58.com/pinpaigongyu/29823580963279x.shtml
洋泾 巨东小区 3室主卧,巨东小区,2000,http://sh.58.com/pinpaigongyu/29528708724290x.shtml
金桥 江南三水 3室次卧,江南三水,2000,http://sh.58.com/pinpaigongyu/29231015192373x.shtml
松江 索纳特连锁酒店公 1室0厅,索纳特连锁酒店公,1980,http://sh.58.com/pinpaigongyu/30038370319295x.shtml
金杨新村 罗山六村 3室主卧,罗山六村,2000,http://sh.58.com/pinpaigongyu/29637950127560x.shtml
微领地青年公寓 浦江 林恒路门店,浦江,1990-2700,http://sh.58.com/pinpaigongyu/29981912121398x.shtml
上海大学 慧华东苑 3室主卧,慧华东苑,1700,http://sh.58.com/pinpaigongyu/29824670149315x.shtml
微领地青年公寓 金桥 金豫路门店,金桥,2000-3000,http://sh.58.com/pinpaigongyu/29978625848618x.shtml
九亭 沪亭小区 3室主卧,沪亭小区,1650,http://sh.58.com/pinpaigongyu/30045711548850x.shtml
张江 张江公馆 1室1厅,张江公馆,2000,http://sh.58.com/pinpaigongyu/29956885585096x.shtml
微领地青年公寓 金桥 锦绣东路门店,金桥,2000-2300,http://sh.58.com/pinpaigongyu/29827312877102x.shtml
七宝 新都名园 3室次卧,新都名园,1890,http://sh.58.com/pinpaigongyu/30027160880318x.shtml
微领地青年公寓 金桥 金滇路店,金桥,2000-3600,http://sh.58.com/pinpaigongyu/29981677503275x.shtml
颛桥 馨香酒店式公寓 4室1厅,颛桥,1547,http://sh.58.com/pinpaigongyu/29867482546486x.shtml
浦江 翌佳青年公寓 1室1厅,浦江,1580,http://sh.58.com/pinpaigongyu/29978372302532x.shtml
浦东周边 金桥五街坊 2室次卧,金桥五街坊,1880,http://sh.58.com/pinpaigongyu/30048658826061x.shtml
魔方公寓（上海） 松江大学城 松江大学城,松江大学城,1600-2000,http://sh.58.com/pinpaigongyu/29859817270196x.shtml
七宝 索纳特大酒店公寓 1室0厅,七宝,1980,http://sh.58.com/pinpaigongyu/30018204308292x.shtml
金桥 金燕家苑 3室次卧,金燕家苑,2000,http://sh.58.com/pinpaigongyu/29791057316674x.shtml
金桥 双桥小区 2室主卧,双桥小区,1900,http://sh.58.com/pinpaigongyu/29638606458298x.shtml
魔方公寓（上海） 金桥 上海杨高北路店,金桥,2000-2500,http://sh.58.com/pinpaigongyu/29823580963279x.shtml
金桥 柳博小区 3室主卧,柳博小区,1980,http://sh.58.com/pinpaigongyu/29989642987058x.shtml
金桥 江南三水 3室次卧,江南三水,2000,http://sh.58.com/pinpaigongyu/29231015192373x.shtml
松江 索纳特连锁酒店公 1室0厅,索纳特连锁酒店公,1980,http://sh.58.com/pinpaigongyu/30038370319295x.shtml
